,startdate,pollster,samplesize,population,approve,disapprove
809,9/11/2021,Morning Consult,2200.0,a,49.0,45.0
810,9/10/2021,Morning Consult,1997.0,rv,47.0,50.0
811,9/10/2021,Quinnipiac University,1210.0,a,42.0,50.0
812,9/10/2021,Léger,1002.0,a,48.0,50.0
813,9/9/2021,Morning Consult,45000.0,a,46.0,46.0
814,9/12/2021,YouGov,1500.0,a,44.0,48.0
815,9/12/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,55.0
816,9/10/2021,Morning Consult,45000.0,a,46.0,46.0
817,9/13/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,55.0
818,9/11/2021,Morning Consult,45000.0,a,46.0,46.0
819,9/12/2021,Fox News,1002.0,rv,50.0,49.0
820,9/14/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,55.0
821,9/13/2021,Morning Consult,2200.0,a,51.0,44.0
822,9/12/2021,Morning Consult,45000.0,a,46.0,46.0
823,9/13/2021,Pew Research Center,10371.0,a,44.0,53.0
824,9/14/2021,Morning Consult,2200.0,a,49.0,46.0
825,9/15/2021,Ipsos,1005.0,a,44.0,50.0
826,9/15/2021,Harris Poll,1578.0,rv,48.0,50.0
827,9/13/2021,Morning Consult,45000.0,a,47.0,46.0
828,9/14/2021,Morning Consult,45000.0,a,47.0,46.0
829,9/14/2021,YouGov,3201.0,a,45.0,50.0
830,9/16/2021,RMG Research,1200.0,rv,48.0,48.0
831,9/15/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
832,9/16/2021,Morning Consult,4400.0,a,46.0,48.0
833,9/16/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,56.0
834,9/15/2021,Morning Consult,45000.0,a,47.0,46.0
835,9/16/2021,The Bullfinch Group,1200.0,a,48.0,46.0
836,9/16/2021,Morning Consult,45000.0,a,47.0,46.0
837,9/17/2021,Morning Consult,2200.0,a,49.0,46.0
838,9/17/2021,American Research Group,1100.0,a,50.0,46.0
839,9/18/2021,Morning Consult,1998.0,rv,47.0,50.0
840,9/17/2021,Morning Consult,2200.0,a,49.0,44.0
841,9/17/2021,Echelon Insights,1005.0,rv,50.0,48.0
842,9/19/2021,Redfield & Wilton Strategies,1500.0,rv,45.0,34.0
843,9/17/2021,Morning Consult,45000.0,a,47.0,46.0
844,9/18/2021,YouGov,1500.0,a,43.0,46.0
845,9/19/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,45.0,55.0
846,9/18/2021,Morning Consult,45000.0,a,46.0,46.0
847,9/20/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,45.0,54.0
848,9/22/2021,RMG Research,1200.0,rv,47.0,47.0
849,9/19/2021,Morning Consult,45000.0,a,46.0,46.0
850,9/21/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
851,9/20/2021,Marist College,1220.0,a,45.0,46.0
852,9/16/2021,Public Religion Research Institute,2508.0,a,52.0,48.0
853,9/20/2021,Morning Consult,45000.0,a,46.0,47.0
854,9/22/2021,Ipsos,1005.0,a,44.0,51.0
855,9/23/2021,Morning Consult,2200.0,a,47.0,49.0
856,9/22/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,40.0,58.0
857,9/21/2021,Morning Consult,45000.0,a,45.0,47.0
858,9/24/2021,Léger,1001.0,a,46.0,52.0
859,9/22/2021,Morning Consult,45000.0,a,45.0,47.0
860,9/23/2021,AP-NORC,1099.0,a,50.0,49.0
861,9/23/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
862,9/24/2021,RMG Research,1200.0,rv,45.0,48.0
863,9/23/2021,Global Strategy Group/GBAO (Navigator Research),1000.0,rv,46.0,51.0
864,9/24/2021,HarrisX,935.0,rv,47.0,42.0
865,9/23/2021,Morning Consult,45000.0,a,45.0,47.0
866,9/24/2021,Morning Consult,2200.0,a,48.0,46.0
867,9/24/2021,Morning Consult,45000.0,a,45.0,47.0
868,9/26/2021,YouGov,1500.0,a,40.0,49.0
869,9/26/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
870,9/27/2021,HarrisX,935.0,rv,48.0,43.0
871,9/27/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
872,9/25/2021,Morning Consult,45000.0,a,45.0,47.0
873,9/27/2021,Morning Consult,2200.0,a,48.5,46.0
874,9/28/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
875,9/26/2021,Morning Consult,45000.0,a,45.0,47.0
876,9/29/2021,Ipsos,1005.0,a,46.0,50.0
877,9/27/2021,Morning Consult,45000.0,a,46.0,47.0
878,9/29/2021,Morning Consult,2200.0,a,46.0,48.0
879,9/30/2021,Public Policy Polling,758.0,rv,46.0,47.0
880,9/29/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
881,9/28/2021,Morning Consult,45000.0,a,46.0,47.0
882,9/29/2021,IBD/TIPP,1308.0,a,44.0,40.0
883,9/29/2021,Morning Consult,45000.0,a,46.0,47.0
884,9/30/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,55.0
885,10/1/2021,Quinnipiac University,1326.0,a,38.0,53.0
886,10/2/2021,Morning Consult,1998.0,rv,45.0,52.0
887,10/1/2021,YouGov,1640.0,a,42.0,50.0
888,9/30/2021,Morning Consult,45000.0,a,45.0,47.0
889,10/1/2021,Morning Consult,3300.0,a,45.5,49.0
890,10/3/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,45.0,54.0
891,10/3/2021,YouGov,1500.0,a,42.0,48.0
892,10/1/2021,Morning Consult,45000.0,a,45.0,47.0
893,10/4/2021,Trafalgar Group,1087.0,lv,39.6,56.0
894,10/4/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,55.0
895,10/5/2021,Redfield & Wilton Strategies,1500.0,rv,45.0,37.0
896,10/3/2021,"Cor Services, Inc.",516.0,lv,39.0,53.0
897,10/2/2021,Morning Consult,45000.0,a,46.0,47.0
898,10/5/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
899,10/3/2021,Morning Consult,45000.0,a,46.0,47.0
900,10/4/2021,Morning Consult,45000.0,a,46.0,47.0
901,10/6/2021,YouGov,2054.0,a,50.0,50.0
902,10/6/2021,Morning Consult,2200.0,a,49.0,46.0
903,10/6/2021,Ipsos,1005.0,a,48.0,47.0
904,10/6/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
905,10/6/2021,RMG Research,1200.0,rv,47.0,50.0
906,10/5/2021,Morning Consult,45000.0,a,46.0,47.0
907,10/7/2021,Global Strategy Group/GBAO (Navigator Research),1001.0,rv,46.0,51.0
908,10/6/2021,Morning Consult,45000.0,a,46.0,47.0
909,10/8/2021,Léger,1000.0,a,45.0,53.0
910,10/7/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,57.0
911,10/7/2021,CNN/SSRS,1000.0,a,50.0,49.0
912,10/7/2021,Morning Consult,45000.0,a,46.0,47.0
913,10/1/2021,Gallup,823.0,a,42.0,52.0
914,10/8/2021,Morning Consult,2200.0,a,46.5,48.5
915,10/8/2021,Morning Consult,1999.0,rv,46.0,51.0
916,10/8/2021,Morning Consult,45000.0,a,46.0,47.0
917,10/10/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
918,10/9/2021,Morning Consult,2200.0,a,47.0,48.0
919,10/9/2021,YouGov,1500.0,a,40.0,50.0
920,10/11/2021,RMG Research,1200.0,rv,43.0,47.0
921,10/9/2021,Morning Consult,45000.0,a,46.0,47.0
922,10/11/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
923,10/11/2021,Morning Consult,2201.0,a,48.0,47.0
924,10/12/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
925,10/12/2021,"Cor Services, Inc.",508.0,lv,40.0,56.0
926,10/10/2021,Morning Consult,45000.0,a,46.0,47.0
927,10/11/2021,Morning Consult,45000.0,a,46.0,47.0
928,10/12/2021,Morning Consult,2200.0,a,48.0,47.0
929,10/13/2021,Ipsos,1005.0,a,46.0,48.0
930,10/13/2021,Selzer & Co.,915.0,a,37.0,50.0
931,10/14/2021,RMG Research,1200.0,rv,47.0,48.0
932,10/12/2021,Morning Consult,45000.0,a,46.0,47.0
933,10/12/2021,Climate Nexus,2678.0,rv,46.0,50.0
934,10/13/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
935,10/14/2021,CNBC/Hart Research/Public Opinion Strategies,800.0,a,41.0,52.0
936,10/14/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
937,10/14/2021,McLaughlin & Associates,1000.0,lv,45.0,54.0
938,10/14/2021,Morning Consult,2200.0,a,49.0,45.0
939,10/13/2021,Morning Consult,45000.0,a,46.0,47.0
940,10/16/2021,Morning Consult,1998.0,rv,45.0,52.0
941,10/15/2021,Quinnipiac University,1342.0,a,37.0,52.0
942,10/15/2021,Echelon Insights,1098.0,rv,47.0,51.0
943,10/17/2021,Redfield & Wilton Strategies,1500.0,rv,43.0,39.0
944,10/14/2021,Morning Consult,45000.0,a,46.0,47.0
945,10/16/2021,Fox News,1003.0,rv,46.0,53.0
946,10/15/2021,Morning Consult,45000.0,a,46.0,47.0
947,10/17/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
948,10/16/2021,YouGov,1500.0,a,44.0,46.0
949,10/16/2021,Georgetown University/Battleground,1000.0,rv,45.3,52.2
950,10/18/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
951,10/18/2021,RMG Research,1200.0,rv,47.0,47.0
952,10/17/2021,American Research Group,1100.0,a,47.0,47.0
953,10/16/2021,Morning Consult,45000.0,a,45.0,47.0
954,10/19/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
955,10/18/2021,Marist College,1209.0,a,44.0,49.0
956,10/17/2021,Morning Consult,45000.0,a,46.0,47.0
957,10/19/2021,YouGov,1704.0,a,44.0,49.0
958,10/17/2021,Saint Leo University,1000.0,a,52.1,44.9
959,10/19/2021,Trafalgar Group,1083.0,lv,39.2,58.4
960,10/20/2021,Ipsos,1005.0,a,46.0,48.0
961,10/18/2021,Morning Consult,45000.0,a,45.0,48.0
962,10/19/2021,Morning Consult,45000.0,a,45.0,48.0
963,10/20/2021,HarrisX,2727.0,rv,42.0,47.0
964,10/20/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
965,10/21/2021,RMG Research,1200.0,rv,43.0,53.0
966,10/21/2021,Morning Consult,2201.0,a,53.0,45.0
967,10/21/2021,AP-NORC,1083.0,a,48.0,51.0
968,10/20/2021,Morning Consult,45000.0,a,45.0,48.0
969,10/22/2021,Morning Consult,1999.0,rv,46.0,51.0
970,10/23/2021,Morning Consult,2201.0,a,49.0,47.0
971,10/20/2021,Echelon Insights,1600.0,rv,45.0,52.0
972,10/21/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,57.0
973,10/22/2021,Léger,1002.0,a,43.0,54.0
974,10/21/2021,Morning Consult,45000.0,a,45.0,48.0
975,10/22/2021,Global Strategy Group/GBAO (Navigator Research),1001.0,rv,43.0,53.0
976,10/24/2021,YouGov,1500.0,a,43.0,49.0
977,10/24/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
978,10/23/2021,NBC News,1000.0,a,42.0,54.0
979,10/22/2021,Morning Consult,45000.0,a,45.0,48.0
980,10/25/2021,RMG Research,1200.0,rv,43.0,53.0
981,10/23/2021,Morning Consult,45000.0,a,45.0,48.0
982,10/25/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
983,10/26/2021,Morning Consult,2198.0,a,47.0,48.0
984,10/24/2021,Morning Consult,45000.0,a,45.0,48.0
985,10/26/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
986,10/25/2021,Morning Consult,45000.0,a,45.0,48.0
987,10/27/2021,Ipsos,1005.0,a,44.0,51.0
988,10/27/2021,IBD/TIPP,1306.0,a,40.0,45.0
989,10/27/2021,Harris Poll,1688.0,rv,43.0,52.0
990,10/26/2021,Morning Consult,45000.0,a,44.0,48.0
991,10/27/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
992,10/28/2021,RMG Research,1200.0,rv,46.0,49.0
993,10/28/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
994,10/27/2021,Morning Consult,45000.0,a,44.0,48.0
995,10/29/2021,Morning Consult,2200.0,a,47.0,47.0
996,10/28/2021,Morning Consult,45000.0,a,44.0,48.0
997,10/31/2021,Redfield & Wilton Strategies,1500.0,rv,40.0,44.0
998,10/29/2021,Morning Consult,45000.0,a,44.0,48.0
999,10/30/2021,YouGov,1500.0,a,41.0,50.0
1000,10/31/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,55.0
1001,10/30/2021,Morning Consult,45000.0,a,44.0,48.0
1002,11/1/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,44.0,54.0
1003,10/31/2021,Morning Consult,45000.0,a,44.0,49.0
1004,11/1/2021,CNN/SSRS,1004.0,a,48.0,52.0
1005,11/2/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,55.0
1006,11/1/2021,Morning Consult,45000.0,a,44.0,49.0
1007,11/3/2021,Suffolk University,1000.0,rv,37.8,59.0
1008,11/3/2021,Ipsos,1005.0,a,48.0,47.0
1009,11/3/2021,Morning Consult,2200.0,a,46.0,50.0
1010,11/3/2021,Emerson College,1000.0,rv,41.3,50.4
1011,11/2/2021,Morning Consult,45000.0,a,44.0,48.0
1012,11/1/2021,Susquehanna Polling & Research Inc.,800.0,lv,36.0,52.0
1013,11/3/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
1014,11/1/2021,Marquette Law School,1004.0,a,49.0,51.0
1015,11/5/2021,Léger,1006.0,a,45.0,54.0
1016,11/4/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,40.0,59.0
1017,11/3/2021,Morning Consult,45000.0,a,44.0,49.0
1018,11/5/2021,Morning Consult,1998.0,rv,46.0,51.0
1019,11/4/2021,Global Strategy Group/GBAO (Navigator Research),1003.0,rv,47.0,50.0
1020,11/4/2021,YouGov,1673.0,a,42.0,51.0
1021,11/5/2021,Morning Consult,2198.5,a,47.5,47.0
1022,11/4/2021,Monmouth University,811.0,a,42.0,50.0
1023,11/4/2021,RMG Research,1200.0,rv,44.0,50.0
1024,11/4/2021,Morning Consult,45000.0,a,44.0,49.0
1025,11/7/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,40.0,59.0
1026,11/6/2021,YouGov,1500.0,a,42.0,48.0
1027,11/5/2021,Morning Consult,45000.0,a,44.0,49.0
1028,11/1/2021,Gallup,815.0,a,42.0,55.0
1029,11/8/2021,RMG Research,1200.0,rv,40.0,55.0
1030,11/7/2021,ABC News/The Washington Post,1001.0,a,41.0,53.0
1031,11/8/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
1032,11/6/2021,Morning Consult,45000.0,a,44.0,48.0
1033,11/7/2021,Morning Consult,45000.0,a,44.0,49.0
1034,11/9/2021,Ipsos,1004.0,a,46.0,49.0
1035,11/9/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
1036,11/8/2021,Morning Consult,45000.0,a,44.0,49.0
1037,11/10/2021,The Winston Group,1000.0,rv,45.0,47.0
1038,11/10/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
1039,11/9/2021,Morning Consult,45000.0,a,44.0,49.0
1040,11/11/2021,The Bullfinch Group,1200.0,a,45.0,52.0
1041,11/11/2021,Quinnipiac University,1378.0,a,36.0,53.0
1042,11/12/2021,Morning Consult,2200.0,a,46.0,49.0
1043,11/11/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,57.0
1044,11/10/2021,Morning Consult,45000.0,a,44.0,48.0
1045,11/12/2021,Morning Consult,2200.0,a,43.0,50.0
1046,11/13/2021,Morning Consult,1998.0,rv,44.0,53.0
1047,11/11/2021,Morning Consult,45000.0,a,44.0,49.0
1048,11/11/2021,McLaughlin & Associates,1000.0,lv,42.0,56.0
1049,11/15/2021,Redfield & Wilton Strategies,1500.0,rv,37.0,46.0
1050,11/14/2021,YouGov,1500.0,a,43.0,49.0
1051,11/12/2021,Morning Consult,45000.0,a,44.0,49.0
1052,11/12/2021,Echelon Insights,1013.0,rv,45.0,52.0
1053,11/14/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
1054,11/14/2021,Fox News,1003.0,rv,44.0,54.0
1055,11/13/2021,Morning Consult,45000.0,a,44.0,49.0
1056,11/15/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,59.0
1057,11/15/2021,RMG Research,1200.0,rv,41.0,53.0
1058,11/16/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
1059,11/15/2021,YouGov,2058.0,a,44.0,56.0
1060,11/16/2021,HarrisX,2787.0,rv,44.0,45.0
1061,11/14/2021,Morning Consult,45000.0,a,44.0,48.0
1062,11/15/2021,Morning Consult,45000.0,a,45.0,48.0
1063,11/17/2021,YouGov,1696.0,a,43.0,52.0
1064,11/17/2021,Ipsos,1003.0,a,44.0,49.0
1065,11/16/2021,Marist College,1048.0,a,42.0,50.0
1066,11/17/2021,RMG Research,1200.0,rv,44.0,52.0
1067,11/17/2021,American Research Group,1100.0,a,44.0,50.0
1068,11/17/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
1069,11/16/2021,Wall Street Journal,1500.0,rv,41.0,57.0
1070,11/17/2021,Morning Consult,2199.0,a,47.0,48.0
1071,11/16/2021,Morning Consult,45000.0,a,44.0,48.0
1072,11/17/2021,Morning Consult,45000.0,a,44.0,48.0
1073,11/19/2021,Léger,1001.0,a,44.0,53.0
1074,11/18/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
1075,11/18/2021,Public Opinion Strategies,1000.0,rv,47.0,53.0
1076,11/18/2021,Global Strategy Group/GBAO (Navigator Research),1000.0,rv,43.0,54.0
1077,11/19/2021,Morning Consult,2200.0,a,47.0,47.0
1078,11/18/2021,Morning Consult,45000.0,a,44.0,48.0
1079,11/20/2021,Morning Consult,1999.0,rv,44.0,52.0
1080,11/19/2021,Morning Consult,45000.0,a,45.0,48.0
1081,11/21/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
1082,11/20/2021,YouGov,1500.0,a,41.0,49.0
1083,11/22/2021,RMG Research,1200.0,rv,43.0,52.0
1084,11/22/2021,The Winston Group,1000.0,rv,42.0,47.0
1085,11/20/2021,Morning Consult,45000.0,a,45.0,48.0
1086,11/21/2021,Morning Consult,45000.0,a,44.0,48.0
1087,11/22/2021,Morning Consult,45000.0,a,44.0,49.0
1088,11/22/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
1089,11/23/2021,Morning Consult,45000.0,a,44.0,48.0
1090,11/24/2021,Morning Consult,2200.0,a,46.0,49.0
1091,11/23/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
1092,11/24/2021,Morning Consult,45000.0,a,44.0,49.0
1093,11/26/2021,Trafalgar Group,1082.0,lv,36.3,59.1
1094,11/25/2021,Morning Consult,45000.0,a,44.0,49.0
1095,11/28/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
1096,11/27/2021,YouGov,1500.0,a,41.0,49.0
1097,11/28/2021,Morning Consult,18914.0,rv,45.0,52.0
1098,11/26/2021,Morning Consult,45000.0,a,44.0,49.0
1099,11/29/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
1100,11/29/2021,RMG Research,1200.0,rv,43.0,52.0
1101,11/29/2021,Morning Consult,2200.0,a,46.0,48.0
1102,11/29/2021,"Cor Services, Inc.",523.0,lv,42.0,51.0
1103,11/27/2021,Morning Consult,45000.0,a,44.0,49.0
1104,11/30/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
1105,11/30/2021,Harris Poll,1989.0,rv,45.0,51.0
1106,11/28/2021,Morning Consult,45000.0,a,44.0,49.0
1107,12/1/2021,Ipsos,1005.0,a,46.0,49.0
1108,12/1/2021,RMG Research,1200.0,rv,46.0,48.0
1109,11/29/2021,Morning Consult,45000.0,a,44.0,49.0
1110,12/1/2021,IBD/TIPP,1301.0,a,43.0,43.0
1111,12/1/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
1112,11/30/2021,Marist College,1172.0,a,42.0,51.0
1113,12/1/2021,CNBC/Hart Research/Public Opinion Strategies,800.0,a,41.0,50.0
1114,11/30/2021,Morning Consult,45000.0,a,44.0,49.0
1115,12/2/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
1116,12/2/2021,Monmouth University,808.0,a,40.0,50.0
1117,12/2/2021,Morning Consult,2200.0,a,50.0,46.0
1118,12/3/2021,Léger,1004.0,a,44.0,55.0
1119,11/30/2021,McCourtney Institute/YouGov,1200.0,a,45.0,55.0
1120,12/1/2021,Morning Consult,45000.0,a,44.0,48.0
1121,12/3/2021,Morning Consult,2200.0,a,47.0,47.0
1122,12/5/2021,Redfield & Wilton Strategies,1500.0,rv,37.0,45.0
1123,12/3/2021,Morning Consult,2200.0,a,47.5,47.5
1124,12/3/2021,Global Strategy Group/GBAO (Navigator Research),1000.0,rv,45.0,52.0
1125,12/2/2021,AP-NORC,1089.0,a,48.0,51.0
1126,12/2/2021,Morning Consult,45000.0,a,44.0,48.0
1127,12/4/2021,Morning Consult,2000.0,rv,45.0,51.0
1128,12/2/2021,Schoen Cooperman Research,800.0,lv,46.0,51.0
1129,12/5/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
1130,12/3/2021,Morning Consult,45000.0,a,44.0,49.0
1131,12/4/2021,YouGov,1500.0,a,39.0,52.0
1132,12/6/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
1133,12/4/2021,Morning Consult,45000.0,a,44.0,49.0
1134,12/6/2021,RMG Research,1200.0,rv,45.0,49.0
1135,12/6/2021,HarrisX,926.0,rv,45.0,50.0
1136,12/7/2021,Morning Consult,2200.0,a,49.0,47.0
1137,12/7/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
1138,12/5/2021,Morning Consult,45000.0,a,44.0,48.0
1139,12/1/2021,Gallup,811.0,a,43.0,51.0
1140,12/6/2021,Morning Consult,45000.0,a,44.0,48.0
1141,12/8/2021,RMG Research,1200.0,rv,41.0,53.0
1142,12/8/2021,CNN/SSRS,1256.0,a,49.0,51.0
1143,12/8/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,43.0,56.0
1144,12/7/2021,Morning Consult,45000.0,a,44.0,48.0
1145,12/9/2021,Ipsos,1004.0,a,48.0,48.0
1146,12/9/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,57.0
1147,12/9/2021,YouGov,1558.0,a,41.0,53.0
1148,12/8/2021,Morning Consult,45000.0,a,44.0,48.0
1149,12/9/2021,Echelon Insights,1020.0,rv,48.0,51.0
1150,12/11/2021,Marist College,1400.0,a,41.0,55.0
1151,12/11/2021,Morning Consult,1998.0,rv,46.0,51.0
1152,12/12/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,56.0
1153,12/11/2021,Fox News,1002.0,rv,47.0,51.0
1154,12/12/2021,YouGov,1500.0,a,41.0,50.0
1155,12/13/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,40.0,58.0
1156,12/14/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,58.0
1157,12/14/2021,RMG Research,1200.0,rv,42.0,52.0
1158,12/15/2021,Ipsos,1004.0,a,48.0,46.0
1159,12/17/2021,John Zogby Strategies/EMI Research Solutions,777.0,lv,46.3,52.1
1160,12/15/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,57.0
1161,12/16/2021,RMG Research,1200.0,rv,41.0,53.0
1162,12/16/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
1163,12/17/2021,InsiderAdvantage,750.0,rv,41.0,58.0
1164,12/18/2021,Redfield & Wilton Strategies,1500.0,rv,41.0,44.0
1165,12/17/2021,American Research Group,1100.0,a,46.0,49.0
1166,12/18/2021,Morning Consult,1998.0,rv,43.0,53.0
1167,12/19/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,42.0,57.0
1168,12/18/2021,Trafalgar Group,1073.0,lv,40.4,55.9
1169,12/19/2021,YouGov,1500.0,a,39.0,49.0
1170,12/20/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,41.0,57.0
1171,12/21/2021,RMG Research,1200.0,rv,41.0,53.0
1172,12/21/2021,Rasmussen Reports/Pulse Opinion Research,1500.0,lv,40.0,58.0
1173,1/19/2021,Morning Consult,15000.0,a,50.0,28.0
1174,1/20/2021,Morning Consult,15000.0,a,51.0,28.0
1175,1/20/2021,Ipsos,1115.0,a,55.0,32.0
1176,1/20/2021,YouGov,1516.0,a,45.0,28.0
1177,1/21/2021,Morning Consult,15000.0,a,52.0,29.0
1178,1/22/2021,Morning Consult,15000.0,a,53.0,29.0
1179,1/21/2021,Monmouth University,809.0,a,54.0,30.0
1180,1/23/2021,Morning Consult,15000.0,a,53.0,30.0
1181,1/22/2021,Morning Consult,2200.0,a,56.0,32.0
1182,1/24/2021,YouGov,1500.0,a,51.0,33.0
1183,1/24/2021,Morning Consult,15000.0,a,53.0,30.0
1184,1/24/2021,Marist College,1313.0,a,49.0,35.0
1185,1/25/2021,Morning Consult,15000.0,a,54.0,31.0
1186,1/25/2021,Morning Consult,2200.0,a,58.0,32.0
1187,1/21/2021,Gallup,906.0,a,57.0,37.0
1188,1/26/2021,Morning Consult,9211.5,a,55.0,31.5
1189,1/27/2021,Morning Consult,2200.0,a,56.0,33.0
1190,1/27/2021,IBD/TIPP,1261.0,a,53.0,29.0
1191,1/27/2021,Morning Consult,15000.0,a,54.0,32.0
1192,1/28/2021,Morning Consult,6466.666667,a,55.333333,33.0
1193,1/29/2021,Morning Consult,15000.0,a,54.0,33.0
1194,1/28/2021,Quinnipiac University,1075.0,a,49.0,36.0
1195,1/28/2021,AP-NORC,1055.0,a,61.0,38.0
1196,1/29/2021,Morning Consult,2200.0,a,57.0,33.0
1197,1/30/2021,Morning Consult,15000.0,a,54.0,33.0
1198,1/31/2021,Morning Consult,15000.0,a,54.0,33.0
1199,1/31/2021,YouGov,1500.0,a,46.0,38.0
1200,2/1/2021,Morning Consult,15000.0,a,54.0,33.0
1201,2/2/2021,Ipsos,1005.0,a,57.0,34.0
1202,2/2/2021,Morning Consult,15000.0,a,54.0,34.0
1203,2/2/2021,Emerson College,1429.0,a,49.0,39.0
1204,2/3/2021,Morning Consult,15000.0,a,54.0,34.0
1205,2/4/2021,Morning Consult,15000.0,a,54.0,34.0
1206,2/5/2021,Morning Consult,15000.0,a,55.0,33.0
1207,2/6/2021,Morning Consult,15000.0,a,55.0,33.0
1208,2/5/2021,YouGov,2508.0,a,61.0,39.0
1209,2/6/2021,YouGov,1500.0,a,50.0,37.0
1210,2/7/2021,Morning Consult,15000.0,a,55.0,33.0
