username,tweet_id,tweet_url,tweet_date,tweet_content,tweet_retweet_count,tweet_quote_count,tweet_reply_count,tweet_like_count
JoeBiden,1321554078376226818,https://twitter.com/JoeBiden/status/1321554078376226818,2020-10-28 20:47:00+00:00,"Melanie, thank you for sharing your story and for the sacrifices you've made to keep us all safe. They are not in vain.

On Tuesday, we need to vote out Donald Trump and treat the climate crisis like the existential threat it is. https://t.co/dCKIBGlmoo",3390,419,1410,17755
JoeBiden,1321537217441996800,https://twitter.com/JoeBiden/status/1321537217441996800,2020-10-28 19:40:00+00:00,We voted. https://t.co/LjaPBB69wC,13473,2619,7847,246657
JoeBiden,1321532184285642753,https://twitter.com/JoeBiden/status/1321532184285642753,2020-10-28 19:20:00+00:00,"Today we celebrate the 80th anniversary of Oxi Day. Greeks inspired the free world when they resisted Mussolini’s invading army — and that courageous spirit lives on today, reminding us we too must stand up and do our part to safeguard our democracy.",6065,1051,1936,43486
JoeBiden,1321522117754658816,https://twitter.com/JoeBiden/status/1321522117754658816,2020-10-28 18:40:00+00:00,It’s hard to believe it’s been a year since we lost my friend Senator Kay Hagan. Kay was a relentless champion for North Carolina and a fierce defender of its citizens. May her legacy continue to inspire a new generation of leaders to follow in her steps. https://t.co/hl9Pi3Y2fi,1801,130,763,17033
JoeBiden,1321512059029213185,https://twitter.com/JoeBiden/status/1321512059029213185,2020-10-28 18:00:02+00:00,"Thank you for your support, @HamillHimself. May the force be with us this election season. https://t.co/GlgnKz8q96",22841,4317,5352,122669
JoeBiden,1321507018516156419,https://twitter.com/JoeBiden/status/1321507018516156419,2020-10-28 17:40:00+00:00,"As president, I'll build on Obamacare to ensure every single American has access to quality, affordable health care.

Here's how: https://t.co/34NCSYhO2C",2392,313,1732,15945
JoeBiden,1321499468571684864,https://twitter.com/JoeBiden/status/1321499468571684864,2020-10-28 17:10:00+00:00,It’s simple: Donald Trump thinks health care is a privilege. I think it is your right.,25730,2678,6485,229508
JoeBiden,1321491263334436864,https://twitter.com/JoeBiden/status/1321491263334436864,2020-10-28 16:37:23+00:00,"Under Donald Trump’s leadership, we have become weaker and sicker. Tune in as I discuss how I’ll get this virus under control and ensure every American has access to quality, affordable health care. https://t.co/vm1d4F0oig",2680,311,2326,15509
JoeBiden,1321474305004236800,https://twitter.com/JoeBiden/status/1321474305004236800,2020-10-28 15:30:00+00:00,"We are the United States of America. We can beat this virus.

There is no challenge we cannot meet, no enemy we cannot face, no threat we cannot conquer when we stand together.",10285,1156,4006,87398
JoeBiden,1321467717694693376,https://twitter.com/JoeBiden/status/1321467717694693376,2020-10-28 15:03:50+00:00,"6 days.

Return your ballot now: https://t.co/eoxT07d7QB",6154,721,2832,56479
JoeBiden,1321457349836550151,https://twitter.com/JoeBiden/status/1321457349836550151,2020-10-28 14:22:38+00:00,"America is at a crossroads.

We can choose four more years of Donald Trump's chaos and division. Or we can choose a different path — one of hope and light.

The decision is in your hands. Vote: https://t.co/eoxT07d7QB",6685,1063,5458,50377
JoeBiden,1321255611795951618,https://twitter.com/JoeBiden/status/1321255611795951618,2020-10-28 01:01:00+00:00,"Two years ago, a white supremacist entered Pittsburgh’s Tree of Life Synagogue and perpetrated the deadliest anti-Semitic attack in American history. May the memories of those we lost be a blessing — and may we never stop fighting the scourges of anti-Semitism and gun violence.",19344,1742,8059,142855
JoeBiden,1321250327190908931,https://twitter.com/JoeBiden/status/1321250327190908931,2020-10-28 00:40:00+00:00,"Folks, we're just one week from Election Day, and we can't get complacent. Our campaign is working to reach voters across the country until the very last ballot is cast. We can't afford to fall short. 

If you're able, please chip in now: https://t.co/mrWBoH7HdG",2361,598,6078,14861
JoeBiden,1321245411789733893,https://twitter.com/JoeBiden/status/1321245411789733893,2020-10-28 00:20:28+00:00,"Health care is on the line.
Workers' rights are on the line.
Civil rights are on the line.
Women's rights are on the line.
LGBTQ+ rights are on the line.
Immigrant rights are on the line.

Don't sit this one out. Head to https://t.co/uoiVh9ZqzI and make your plan to vote today.",10618,1155,3707,59788
JoeBiden,1321240263663194114,https://twitter.com/JoeBiden/status/1321240263663194114,2020-10-28 00:00:00+00:00,"From the moment I announced I was running for president, my goal has been to unite and heal this nation.

We must come together. https://t.co/L3S5J5bQvM",5200,940,4747,38752
JoeBiden,1321232710711582720,https://twitter.com/JoeBiden/status/1321232710711582720,2020-10-27 23:30:00+00:00,"If you give me the honor of serving as your president, I won't waste any time getting this virus under control and building our nation back better. https://t.co/ZF5fvIQfSR",7221,819,2839,48949
JoeBiden,1321223902849323008,https://twitter.com/JoeBiden/status/1321223902849323008,2020-10-27 22:55:00+00:00,"America's history is the story of ""We the People.""

Of all of us — together. https://t.co/UFAZZnwORf",3184,363,1716,21668
JoeBiden,1321216353164931072,https://twitter.com/JoeBiden/status/1321216353164931072,2020-10-27 22:25:00+00:00,"Our hearts are broken for the family of Walter Wallace Jr., and for all those suffering the emotional weight of learning about another Black life in America lost.

Walter’s life mattered. https://t.co/mGki28Cpyr",4432,2087,8955,32220
JoeBiden,1321188769173700608,https://twitter.com/JoeBiden/status/1321188769173700608,2020-10-27 20:35:23+00:00,"It’s go-time, folks. We’re just one week away from the most important election of our lifetimes. Tune in as we get out the vote in Atlanta, Georgia. https://t.co/bJWjyR8JC1",2574,354,2375,16593
JoeBiden,1321174829328990212,https://twitter.com/JoeBiden/status/1321174829328990212,2020-10-27 19:40:00+00:00,"The names of George Floyd and Breonna Taylor and Jacob Blake will not soon be forgotten.

Not by me. Not by us. Not by this country.

They’re going to inspire a new wave of justice in America.",13757,1795,6299,116618
JoeBiden,1321169796420018178,https://twitter.com/JoeBiden/status/1321169796420018178,2020-10-27 19:20:00+00:00,I know this country. I know our people. And I know we can unite and heal this nation.,14797,1735,6250,164229
JoeBiden,1321164380080381952,https://twitter.com/JoeBiden/status/1321164380080381952,2020-10-27 18:58:28+00:00,"I believe this election is about who we are as a nation, what we believe — and maybe most importantly — who we want to be.

It's about our essence. It’s about what makes us Americans. It’s that fundamental.

Vote: https://t.co/eoxT07d7QB",4312,441,2029,30985
JoeBiden,1321145611475824640,https://twitter.com/JoeBiden/status/1321145611475824640,2020-10-27 17:43:54+00:00,"With one week left until Election Day, I'm delivering remarks in Warm Springs, Georgia, on how we can unite to address the crises facing our nation. Tune in. https://t.co/A5DxgXbbAB",3244,446,3341,21179
JoeBiden,1321138590789726209,https://twitter.com/JoeBiden/status/1321138590789726209,2020-10-27 17:16:00+00:00,Black lives matter. No president should be afraid to say it. https://t.co/636AQZ04lW,25698,4155,6005,149864
JoeBiden,1321119685358669824,https://twitter.com/JoeBiden/status/1321119685358669824,2020-10-27 16:00:52+00:00,"With just one week until Election Day, @BarackObama is in Orlando, Florida, encouraging folks to vote early. Tune in. https://t.co/zpUXqNViri",2662,339,2295,17032
JoeBiden,1321112418487971842,https://twitter.com/JoeBiden/status/1321112418487971842,2020-10-27 15:32:00+00:00,"This is our opportunity to leave the dark, angry politics of the past four years behind us.

It's time to come together and unite the country.

It all begins with your vote: https://t.co/eoxT07uII9 https://t.co/CcGiwABcbj",6490,894,2949,37106
JoeBiden,1321095557289529350,https://twitter.com/JoeBiden/status/1321095557289529350,2020-10-27 14:25:00+00:00,"Home is where your values are set — where your view of the world begins to form, along with your place in it.

For me, that's Scranton, PA.

Pennsylvania: today is your last day to vote early in person. We've got to win this — let's bring it home.

Vote: https://t.co/eoxT07d7QB https://t.co/CSJugQxjBY",5146,663,3200,40313
JoeBiden,1321083729096413185,https://twitter.com/JoeBiden/status/1321083729096413185,2020-10-27 13:38:00+00:00,One week until Election Day. Don’t let up now.,23043,2603,5252,222806
JoeBiden,1320936509038624769,https://twitter.com/JoeBiden/status/1320936509038624769,2020-10-27 03:53:00+00:00,Vote.,42215,7173,15242,381624
JoeBiden,1320933992443465728,https://twitter.com/JoeBiden/status/1320933992443465728,2020-10-27 03:43:00+00:00,"The rushed and unprecedented confirmation of Amy Coney Barrett as Associate Justice to the Supreme Court, in the middle of an ongoing election, should be a stark reminder to every American that your vote matters. https://t.co/NwEi4jyMd1",11143,1230,4874,68193
JoeBiden,1320857739959193601,https://twitter.com/JoeBiden/status/1320857739959193601,2020-10-26 22:40:00+00:00,"Folks, I'm amazed by what you all are doing to get out the vote. We can't let up — remember to vote early, and sign up to help this final weekend: https://t.co/pxPEuCMCkG https://t.co/s300qdVJ88",3753,315,2390,25915
JoeBiden,1320850190325194754,https://twitter.com/JoeBiden/status/1320850190325194754,2020-10-26 22:10:00+00:00,"I couldn't be more excited to have my friend @BarackObama hitting the campaign trail to talk about what's at stake in this election.

As he said in Philadelphia, we can't just imagine a better future — we have to fight for it and vote like never before: https://t.co/eoxT07d7QB https://t.co/vxQ9eE9k9k",5678,631,2359,33973
JoeBiden,1320836600805416961,https://twitter.com/JoeBiden/status/1320836600805416961,2020-10-26 21:16:00+00:00,We can’t let President Trump tear down Obamacare.,14264,1313,5742,166093
JoeBiden,1320822759933550592,https://twitter.com/JoeBiden/status/1320822759933550592,2020-10-26 20:21:00+00:00,More than 60 million Americans have already voted. They deserve to have their voices heard on who replaces Justice Ginsburg.,17596,1632,5544,157543
JoeBiden,1320812441551343616,https://twitter.com/JoeBiden/status/1320812441551343616,2020-10-26 19:40:00+00:00,"Don't wake up on November 4th wishing you had done more.

If you're able, chip in $8 to help secure a victory in 8 days: https://t.co/1EvFg66TYW",2061,302,2391,12581
JoeBiden,1320800754228170756,https://twitter.com/JoeBiden/status/1320800754228170756,2020-10-26 18:53:33+00:00,"Maine — there are only five days left to vote early in-person for @SaraGideon and Democrats up and down the ballot.

Sara has been a relentless champion for Mainers, and electing her is key to flipping the Senate — but we can’t do it without you.

Vote: https://t.co/qZghvTPJyp",3485,243,1147,20487
JoeBiden,1320787278147403776,https://twitter.com/JoeBiden/status/1320787278147403776,2020-10-26 18:00:00+00:00,"No president whose lies and failures have cost 225,000 American lives should keep his job. Period.",26050,3380,8931,200748
JoeBiden,1320775951781744641,https://twitter.com/JoeBiden/status/1320775951781744641,2020-10-26 17:15:00+00:00,"It didn’t have to be this bad — and as @MichelleObama said, “Our commander in chief, sadly, has been missing in action.”

It’s unforgivable. https://t.co/RIWEck8d3m",6996,841,3205,36978
JoeBiden,1320757084225495042,https://twitter.com/JoeBiden/status/1320757084225495042,2020-10-26 16:00:02+00:00,"Character is on the ballot.

Vote: https://t.co/eoxT07d7QB https://t.co/PYq3FZTEia",8540,1718,3921,38347
JoeBiden,1320741987973099525,https://twitter.com/JoeBiden/status/1320741987973099525,2020-10-26 15:00:02+00:00,"In 8 days, we’re going to take our democracy back.",26030,5011,11913,298088
JoeBiden,1320739460842180610,https://twitter.com/JoeBiden/status/1320739460842180610,2020-10-26 14:50:00+00:00,Maryland –– today's the first day of early voting across the state. Head to https://t.co/7dn5jZ6sX8 to learn more. Cast your ballot today.,2234,220,1229,13440
JoeBiden,1320736944238809099,https://twitter.com/JoeBiden/status/1320736944238809099,2020-10-26 14:40:00+00:00,"If you live in Colorado, you must register today to receive a ballot in the mail. You can still same-day register in person before you vote early or on Election Day, but don't wait! Head to https://t.co/DRA021mNET to learn more.",2193,207,935,10704
JoeBiden,1320734430881697793,https://twitter.com/JoeBiden/status/1320734430881697793,2020-10-26 14:30:01+00:00,"If you live in:

Montana
Washington

Today is your last day to register to vote. After today, you can still same-day register in person when you vote early or on Election Day. Head to https://t.co/eoxT07uII9 to learn more.",2352,259,1320,11508
JoeBiden,1320716067111653378,https://twitter.com/JoeBiden/status/1320716067111653378,2020-10-26 13:17:02+00:00,"This is the most important election of our lifetimes. Don't wait to make your voice heard.

Vote early today: https://t.co/eoxT07d7QB",9965,968,3598,85342
JoeBiden,1320516150988451841,https://twitter.com/JoeBiden/status/1320516150988451841,2020-10-26 00:02:39+00:00,"Folks, the I Will Vote concert is finally here. Tune in as an incredible lineup of stars comes together to get out the vote. https://t.co/dYEGfmgEqj",3626,531,3959,19181
JoeBiden,1320507935756328960,https://twitter.com/JoeBiden/status/1320507935756328960,2020-10-25 23:30:00+00:00,"It's clear Donald Trump will stop at nothing to tear down Obamacare.

We can't let him. https://t.co/ytaqBBd8DW",6671,849,4273,36072
JoeBiden,1320500637352693761,https://twitter.com/JoeBiden/status/1320500637352693761,2020-10-25 23:01:00+00:00,I will never give up on the American people. https://t.co/uCUACJvwZh,12600,1574,3455,59897
JoeBiden,1320485537782878208,https://twitter.com/JoeBiden/status/1320485537782878208,2020-10-25 22:01:00+00:00,"Jacquelyn — I was honored to meet you in December, and I’m honored to have you on my team now. With the help of folks like you, we’re going to overcome the obstacles we face and restore decency in this country. https://t.co/zwtDfNswVY",4258,576,1895,30791
JoeBiden,1320477737249722369,https://twitter.com/JoeBiden/status/1320477737249722369,2020-10-25 21:30:00+00:00,"Thank you @iamwill and @IAMJHUD for this powerful video.

Hate has no place in the United States — and on November 3rd we will prove that. https://t.co/OiFuRpyCNS",25356,11422,4441,81296
JoeBiden,1320463895295893505,https://twitter.com/JoeBiden/status/1320463895295893505,2020-10-25 20:35:00+00:00,"There is a real human toll to President Trump's failed leadership.

We can't forget that. https://t.co/03ajrVUQh1",10468,1999,3022,41673
JoeBiden,1320458106757926927,https://twitter.com/JoeBiden/status/1320458106757926927,2020-10-25 20:12:00+00:00,President Trump and his administration may have quit on the American people — but I can promise you I never will. https://t.co/kQgFDSSrVu,11782,1185,4212,77428
JoeBiden,1320449802094714880,https://twitter.com/JoeBiden/status/1320449802094714880,2020-10-25 19:39:00+00:00,"Folks, with just nine days until Election Day, your support is more important than ever.

Every dollar counts during this final stretch.

If you're able, please chip in today: https://t.co/zsgPxXrflF",1721,183,1762,11803
JoeBiden,1320426649410625536,https://twitter.com/JoeBiden/status/1320426649410625536,2020-10-25 18:07:00+00:00,.@BarackObama was a president our kids could look up to. https://t.co/oI592mg3xQ,17283,3059,6915,218207
JoeBiden,1320417338026491904,https://twitter.com/JoeBiden/status/1320417338026491904,2020-10-25 17:30:00+00:00,"The fact is Secretary Betsy DeVos and President Trump don't care about our students or our teachers.

You deserve better. https://t.co/fMaCvYMu6u",8762,1292,2378,36025
JoeBiden,1320401735534268416,https://twitter.com/JoeBiden/status/1320401735534268416,2020-10-25 16:28:00+00:00,The hard truth is it didn't have to be this bad. But Donald Trump's shortsighted actions weakened our ability to respond to a pandemic long before COVID-19 reached our shores. https://t.co/qTdtIQgmZU,11847,1111,4178,73444
JoeBiden,1320394690789855233,https://twitter.com/JoeBiden/status/1320394690789855233,2020-10-25 16:00:00+00:00,"It’s voting season, folks. Watch as @StaceyAbrams breaks down the importance of your vote — and then head to https://t.co/eoxT07d7QB to make your voice heard today. https://t.co/C6sfg5oI9Y",2895,313,1352,14007
JoeBiden,1320385240171511809,https://twitter.com/JoeBiden/status/1320385240171511809,2020-10-25 15:22:27+00:00,"Your vote can change the course of history — don’t wait to cast it.

Vote early today: https://t.co/eoxT07d7QB",8258,782,3063,67793
JoeBiden,1320372291486662656,https://twitter.com/JoeBiden/status/1320372291486662656,2020-10-25 14:31:00+00:00,"After months of competing against each other in the primary, @EWarren, @PeteButtigieg, @CoryBooker, @JulianCastro, @AmyKlobuchar, and I know each other pretty well. Watch them break down the latest presidential debate: https://t.co/lCrIBEgQfk",6389,1052,2063,29245
JoeBiden,1320362476714795009,https://twitter.com/JoeBiden/status/1320362476714795009,2020-10-25 13:52:00+00:00,9 days. Let’s go.,20751,3560,8275,249202
JoeBiden,1320349894050156544,https://twitter.com/JoeBiden/status/1320349894050156544,2020-10-25 13:02:00+00:00,"Be like @BarackObama.

Vote early: https://t.co/uoiVh9HPb8 https://t.co/YA39ZGNoXk",10261,1496,3190,78105
JoeBiden,1320164924803383298,https://twitter.com/JoeBiden/status/1320164924803383298,2020-10-25 00:47:00+00:00,"You deserve a president who will get up every single day and work to make your life better.

If you elect me, that’s exactly what I’ll do. https://t.co/afFAorq0KQ",13741,3154,8604,109590
JoeBiden,1320154858654056449,https://twitter.com/JoeBiden/status/1320154858654056449,2020-10-25 00:07:00+00:00,"Folks, I've got some big news: We officially reached our goal of talking to 10 million voters on this #VoteEarlyDay.

But we're not done yet — we set a new goal of 15 million and can't reach it without you.

Sign up to help: https://t.co/u4eKL40TRy https://t.co/Y6mkN6Fl29",3104,283,2467,23507
JoeBiden,1320151335199756288,https://twitter.com/JoeBiden/status/1320151335199756288,2020-10-24 23:53:00+00:00,It’s become painfully clear that the only senior that Donald Trump cares about is Donald Trump. https://t.co/TGWsZHOvbV,5788,548,2603,37574
JoeBiden,1320137745696649216,https://twitter.com/JoeBiden/status/1320137745696649216,2020-10-24 22:59:00+00:00,"Folks, it’s go-time. There are just 10 days left until Election Day, and we need your help. 

Chip in $10 to help bring this across the finish line: https://t.co/4fWXlKUSRl",1738,230,2377,12072
JoeBiden,1320130447649636352,https://twitter.com/JoeBiden/status/1320130447649636352,2020-10-24 22:30:00+00:00,President Trump continues to prove just how unfit he is to lead our nation through a global pandemic.,17389,1599,6622,171285
JoeBiden,1320122899655634944,https://twitter.com/JoeBiden/status/1320122899655634944,2020-10-24 22:00:00+00:00,"Imagine a day in the not too distant future when you can enjoy a dinner out with your friends, a night at the movies, or when you can celebrate your birthday, wedding, or graduation surrounded by your nearest and dearest.

We can get there — together. https://t.co/uVRpnIrirz",6041,1433,5630,41544
JoeBiden,1320114298878939136,https://twitter.com/JoeBiden/status/1320114298878939136,2020-10-24 21:25:50+00:00,"Make your plan to vote early, folks. #VoteEarlyDay

https://t.co/uoiVh9ZqzI",4857,589,3569,48229
JoeBiden,1320102491157983232,https://twitter.com/JoeBiden/status/1320102491157983232,2020-10-24 20:38:54+00:00,".@DrBiden and I are in Luzerne County, Pennsylvania, to encourage folks to vote early. Tune in — and then head to https://t.co/uoiVh9HPb8 to make your plan to vote. https://t.co/WJOAGpLNcM",2241,297,2043,15287
JoeBiden,1320081374448025600,https://twitter.com/JoeBiden/status/1320081374448025600,2020-10-24 19:15:00+00:00,"President Trump called India ""filthy.""

It's not how you talk about friends—and it's not how you solve global challenges like climate change.

@KamalaHarris and I deeply value our partnership—and will put respect back at the center of our foreign policy. https://t.co/TKcyZiNwY6",7018,1089,4009,47867
JoeBiden,1320075586442809344,https://twitter.com/JoeBiden/status/1320075586442809344,2020-10-24 18:52:00+00:00,"Iowa — today is your last day to register to vote online or pre-register in person. 

After today, you can register when you vote early in-person or at the polls on Election Day.

Head to https://t.co/Ald791vRME to get registered.",1662,157,925,9236
JoeBiden,1320071308193918978,https://twitter.com/JoeBiden/status/1320071308193918978,2020-10-24 18:35:00+00:00,"New York — you can vote early in-person starting today.

Be among the first in your state to make your voice heard in this year's election. https://t.co/3Fgni5jMab",2041,228,1185,14248
JoeBiden,1320062504068911105,https://twitter.com/JoeBiden/status/1320062504068911105,2020-10-24 18:00:01+00:00,Rick — thank you for sharing your talent with me. I was so blown away by your art that I asked my team to add it to our online store: https://t.co/dVYZJVceoq https://t.co/lh3keVBoSB,16963,4957,2446,115703
JoeBiden,1320058976885760003,https://twitter.com/JoeBiden/status/1320058976885760003,2020-10-24 17:46:00+00:00,"Massachusetts — today is the last day to register to vote.

Head to https://t.co/5vTG2RzkDl and get registered before it’s too late.",1961,173,860,10538
JoeBiden,1320055705416523778,https://twitter.com/JoeBiden/status/1320055705416523778,2020-10-24 17:33:00+00:00,"Folks, you don’t have to wait until November 3rd to cast your ballot. You can vote now in most states across the country.

Head to https://t.co/eoxT07uII9 and make your voice heard today. #VoteEarlyDay",3135,389,1765,18490
JoeBiden,1320041360771051522,https://twitter.com/JoeBiden/status/1320041360771051522,2020-10-24 16:36:00+00:00,"On Thursday, President Trump said we're ""rounding the turn"" when it comes to COVID-19.

On Friday, we set a new record for daily cases. 

We're paying the price for his failures every single day. https://t.co/j12Yv9uYOH",14750,1291,3850,80211
JoeBiden,1320034854575181824,https://twitter.com/JoeBiden/status/1320034854575181824,2020-10-24 16:10:09+00:00,"Today marks the first-ever #VoteEarlyDay — and our campaign has set a big goal of talking to ten million people about voting early.

We can’t do it without you — sign up to help: https://t.co/u4eKL4ivg8",3988,324,1458,25947
JoeBiden,1320020154936295425,https://twitter.com/JoeBiden/status/1320020154936295425,2020-10-24 15:11:44+00:00,"With just ten days until Election Day, @DrBiden and I are in Bucks County, Pennsylvania, to encourage folks to vote early. Tune in. https://t.co/RwgAiyjFef",2217,320,2327,15436
JoeBiden,1319997068765581312,https://twitter.com/JoeBiden/status/1319997068765581312,2020-10-24 13:40:00+00:00,10 days.,17175,3728,10336,229113
JoeBiden,1319988764249305089,https://twitter.com/JoeBiden/status/1319988764249305089,2020-10-24 13:07:00+00:00,Shamar –– thank you for your continued support and words of wisdom. I can’t wait to see what you accomplish. https://t.co/3wajKF1Aui,8216,1696,2402,65871
JoeBiden,1319811093422800897,https://twitter.com/JoeBiden/status/1319811093422800897,2020-10-24 01:21:00+00:00,"Folks, tomorrow marks the first-ever #VoteEarlyDay.

Make your plan to vote early: https://t.co/uoiVh9ZqzI

And then sign up to help get people across the country to vote early as well: https://t.co/u4eKL4ivg8 https://t.co/58mbf1xhmP",3471,383,3127,19770
JoeBiden,1319790457560379393,https://twitter.com/JoeBiden/status/1319790457560379393,2020-10-23 23:59:00+00:00,Wearing a mask is not a political statement. https://t.co/HStwvMX95O,8217,975,3380,58969
JoeBiden,1319784648227065859,https://twitter.com/JoeBiden/status/1319784648227065859,2020-10-23 23:35:55+00:00,"More than 50 million Americans have already voted. We are making history.

Join us: https://t.co/eoxT07d7QB",11689,1211,3672,122240
JoeBiden,1319757238593048577,https://twitter.com/JoeBiden/status/1319757238593048577,2020-10-23 21:47:00+00:00,"There is nothing more powerful than folks coming together and using their voices to inspire change. We're hosting a grassroots concert to get people to the polls across the country, and I hope you’ll join us.

Chip in any amount to reserve your spot: https://t.co/Di1AIiRjHa https://t.co/v5wd2lR1wO",2843,392,1781,17272
JoeBiden,1319740377486688257,https://twitter.com/JoeBiden/status/1319740377486688257,2020-10-23 20:40:00+00:00,"A slight change of tone from the president for one night doesn’t cover up the lies he told. It doesn’t change the fact that over 220,000 Americans have died from COVID-19 on his watch.

We can’t take another four years of Donald Trump’s failed leadership.",19063,2480,8522,133443
JoeBiden,1319732324616077315,https://twitter.com/JoeBiden/status/1319732324616077315,2020-10-23 20:08:00+00:00,"64 years ago today, freedom-loving Hungarians revolted against communist rule. Their spirit inspired the Prague Spring, Poland's Solidarity movement, and the fall of the Berlin Wall. As president, I'll always stand in defense of democracy and freedom at home and around the world.",7315,1846,4195,60026
JoeBiden,1319723264927649792,https://twitter.com/JoeBiden/status/1319723264927649792,2020-10-23 19:32:00+00:00,"After eight months of this pandemic, we finally found President Trump's plan to beat COVID-19. https://t.co/KO4g328Uvr",52824,21792,10544,197192
JoeBiden,1319698853830983682,https://twitter.com/JoeBiden/status/1319698853830983682,2020-10-23 17:55:00+00:00,You deserve a president who tells you the truth. https://t.co/wz20ghT2fu,13405,3272,11591,82133
JoeBiden,1319686774441058306,https://twitter.com/JoeBiden/status/1319686774441058306,2020-10-23 17:07:00+00:00,.@BarackObama is right: President Trump wants full credit for the economy he inherited and zero blame for the pandemic he ignored. https://t.co/tCD5UST32J,13501,1744,3669,65895
JoeBiden,1319674946482819073,https://twitter.com/JoeBiden/status/1319674946482819073,2020-10-23 16:20:00+00:00,"The character of our country is on the ballot.

Last night’s debate showed once and for all that the choice is as clear as ever, and the stakes are as high as ever.

Vote: https://t.co/eoxT07d7QB https://t.co/8oyMQzR2iM",4752,902,4482,28594
JoeBiden,1319666310133985282,https://twitter.com/JoeBiden/status/1319666310133985282,2020-10-23 15:45:41+00:00,"Return your ballots, folks.

https://t.co/eoxT07d7QB",12259,1432,5309,117469
JoeBiden,1319655065708355585,https://twitter.com/JoeBiden/status/1319655065708355585,2020-10-23 15:01:00+00:00,"Utah — today is the last day to register to vote online.

After today, you can register when you vote early in-person or at the polls on Election Day.

Head to https://t.co/Ukm319OHjo to get registered.",1928,169,1385,10721
JoeBiden,1319643992523296769,https://twitter.com/JoeBiden/status/1319643992523296769,2020-10-23 14:17:00+00:00,Nebraska –– It’s your last day to register to vote in-person. Head to https://t.co/K5rrtCjL7O to find all the information you need.,2708,267,1649,15739
JoeBiden,1319480014857998338,https://twitter.com/JoeBiden/status/1319480014857998338,2020-10-23 03:25:24+00:00,"Let’s go win this, folks.

https://t.co/eoxT07d7QB",13321,2015,10135,140638
JoeBiden,1319473619941031937,https://twitter.com/JoeBiden/status/1319473619941031937,2020-10-23 03:00:00+00:00,"Folks, I just stepped off the debate stage, and I’ve never been more fired up and ready to win this election.

Now, I need your help — chip in to keep tonight’s momentum going through Election Day: https://t.co/9lrG3uFUIx",4498,1283,9512,41534
JoeBiden,1319472613035528192,https://twitter.com/JoeBiden/status/1319472613035528192,2020-10-23 02:56:00+00:00,"I'm running as a proud Democrat, but I will govern as an American president. I will represent you — whether you vote for me or against me.",18874,2375,7929,190742
JoeBiden,1319471858027122688,https://twitter.com/JoeBiden/status/1319471858027122688,2020-10-23 02:53:00+00:00,"Decency, honor, respect, treating people with dignity, making sure that everyone has an even chance.

I'm going to make sure you get that. You haven't been getting it the last four years. https://t.co/KhQIGGZHIH",7083,1143,3574,47232
JoeBiden,1319469844920627201,https://twitter.com/JoeBiden/status/1319469844920627201,2020-10-23 02:45:00+00:00,Donald Trump is the most racist president in modern history. https://t.co/6GyKSbRoHA,13614,3023,7856,90579
JoeBiden,1319468838195396608,https://twitter.com/JoeBiden/status/1319468838195396608,2020-10-23 02:41:00+00:00,"You know who I am. You know who Donald Trump is. 

The character of the country is on the ballot. https://t.co/LdiIAOhHLj",7534,1360,5589,59970
JoeBiden,1319468334845513729,https://twitter.com/JoeBiden/status/1319468334845513729,2020-10-23 02:39:00+00:00,"There is institutional racism in America.

We have to give everyone a fair shot. https://t.co/rB8qzFT8rR",3536,380,2072,29276
JoeBiden,1319465818300690433,https://twitter.com/JoeBiden/status/1319465818300690433,2020-10-23 02:29:00+00:00,"Kids were ripped from their parents’ arms, and now they can't find their parents.

Those kids are alone. With nowhere to go.

It’s criminal. https://t.co/HsfQayx3ZV",7320,915,3529,44257
JoeBiden,1319464056621813765,https://twitter.com/JoeBiden/status/1319464056621813765,2020-10-23 02:22:00+00:00,Donald Trump has a dog whistle about as big as a foghorn.,15976,2114,5251,179554
JoeBiden,1319463301995266048,https://twitter.com/JoeBiden/status/1319463301995266048,2020-10-23 02:19:00+00:00,"You know who I am. You know who he is.

The character of the country is on the ballot. Look at us closely.",13343,1385,4000,112875
JoeBiden,1319461625427099651,https://twitter.com/JoeBiden/status/1319461625427099651,2020-10-23 02:12:20+00:00,"Equality and justice — the American creed. We have never lived up to it, but we’ve never stopped trying — until this President.",5231,487,2640,42466
JoeBiden,1319460281936793600,https://twitter.com/JoeBiden/status/1319460281936793600,2020-10-23 02:07:00+00:00,Call it Bidencare. https://t.co/Ng3Fvk4fpY,8708,3282,6877,71753
JoeBiden,1319459778989469696,https://twitter.com/JoeBiden/status/1319459778989469696,2020-10-23 02:05:00+00:00,"This isn’t about Donald Trump’s family or my family. This is about your family.

Families across America are hurting — but that’s the last thing Donald Trump wants to talk about. https://t.co/qWMgnLHxKY",3075,345,1541,21715
JoeBiden,1319458523177156610,https://twitter.com/JoeBiden/status/1319458523177156610,2020-10-23 02:00:00+00:00,"All Donald Trump can see from Park Avenue is Wall Street.

He thinks the economy is doing well if the Dow Jones is doing well.

Believe it or not, Mr. President, most Americans don't live off the stock market.",8366,1082,4394,64400
JoeBiden,1319458227160076292,https://twitter.com/JoeBiden/status/1319458227160076292,2020-10-23 01:58:50+00:00,He’s a confused guy. He doesn’t know who he’s running against. He’s running against Joe Biden.,18732,3042,6603,195493
