,username,tweet_id,tweet_date,tweet_content,tweet_retweet_count,tweet_quote_count,tweet_reply_count,tweet_like_count
133,POTUS,1470035369160810507,12/12/2021,"Lowering the costs of child care, elder care, housing, health care, prescription drugs — and meeting the moment on climate change.

That’s what my Build Back Better Act does.",5142,473,3166,33587
134,POTUS,1469777749317406723,12/11/2021,Join me as I give remarks on our response to last night’s devastating storms. https://t.co/5gQ8qY6t8c,1608,130,1387,9007
135,POTUS,1469683523447664642,12/11/2021,"This morning, I was briefed on the devastating tornadoes across the central U.S. To lose a loved one in a storm like this is an unimaginable tragedy. We’re working with Governors to ensure they have what they need as the search for survivors and damage assessments continue.",6367,465,2997,46796
136,POTUS,1469474907700477958,12/11/2021,"The United States pays its debts when they are due. That’s why today, I signed a bill to fast-track the process to raise our debt limit. https://t.co/Rx4MNC1XS9",2913,6851,12626,18600
137,JoeBiden,1469463494521196544,12/11/2021,America is entering this winter from a position of strength compared to where we were last winter. https://t.co/OE4gj0ZoCA,1275,142,1980,8577
138,POTUS,1469445574856527872,12/10/2021,Every employee has the right to collectively bargain. Full stop.,6693,808,3595,54303
139,POTUS,1469432406897831938,12/10/2021,I am deeply troubled by reports of Kellogg’s plans to permanently replace striking workers. Permanently replacing striking workers is an existential attack on the union and its members’ jobs and livelihoods. I strongly support legislation that would ban that practice.,13163,1523,5269,86715
140,POTUS,1469421376025116676,12/10/2021,"Today, I spoke with German Chancellor Olaf Scholz to congratulate him on his appointment. I look forward to working closely together on the full range of global challenges, including transatlantic efforts to address Russia’s destabilizing military buildup along Ukraine’s border. https://t.co/Uyc5mTyqR7",1237,88,931,10086
141,POTUS,1469407137512235018,12/10/2021,I just signed a bill to fast-track the process to raise our debt limit. The nation’s full faith and credit has always been a shared responsibility. The bipartisan support of this legislation shows that it is still possible for leaders to work across the aisle and deliver. https://t.co/o4czW0KjwO,2194,352,2431,15643
142,JoeBiden,1469395245897076737,12/10/2021,"We are going to reinvest in our country and our people to continue building a better America with union jobs.
https://t.co/qbfXOe7GeN",1065,107,1201,6634
143,POTUS,1469383897351921665,12/10/2021,The middle class built this country — and unions built the middle class. https://t.co/LF9oLIcvNh,1251,113,1157,6912
144,POTUS,1469380761962926085,12/10/2021,"Tune in as I deliver closing remarks at the virtual Summit for Democracy.
 https://t.co/hysA34z8XM",720,56,795,3805
145,POTUS,1469307819451166728,12/10/2021,"‘Tis the season (to get boosted). See you soon, @FallonTonight! https://t.co/o5BVMo8oL3",2636,392,2014,22422
146,JoeBiden,1469109624234196993,12/10/2021,"Long gone are the days when we hear about infrastructure week with no follow through. From now on, we’re in the infrastructure decade.",3656,217,1882,25526
147,POTUS,1469094266425290752,12/09/2021,"Bob Dole was an American statesman like few in our history. A war hero and among the greatest of the Greatest Generation. And to me, a friend. I will miss him. But I am grateful for the times we shared, and for the friendships built between our two families. https://t.co/ECSgCnveTr",1430,115,1142,12898
148,POTUS,1469071925741826050,12/09/2021,"Together, we’re going to build a better America. https://t.co/5YXSlF1kAC",1313,149,1566,7333
149,POTUS,1469060538332233730,12/09/2021,"We’re going to rebuild the economy from the bottom up and the middle out.
 
The Bipartisan Infrastructure Law is a blue collar blueprint to rebuild America.",2169,165,1569,13319
150,JoeBiden,1469056259148206083,12/09/2021,"17 Nobel Prize winners in economics say the Build Back Better Act will help ease long-term inflationary pressures and make our economy stronger. 

Not a single Republican in Congress supports it.",6015,529,3633,27885
151,POTUS,1469041409663590405,12/09/2021,"We’re going to reinvest in our country and our people, reclaim our leadership, and create millions of jobs by building a better America. https://t.co/4Jny8AoZTY",989,120,1111,4994
152,POTUS,1469017757144399874,12/09/2021,"Two weeks ago, I announced new actions to help bring down gas prices.

I was in Kansas City yesterday, where the average price of gas is down 20 cents compared to a month ago. Nationally, prices are down 7 cents and falling.

We’re making progress, and we’re going to keep at it.",3123,488,3598,22121
153,POTUS,1469003333574742026,12/09/2021,"Today, I'm hosting the first Summit for Democracy. We're bringing together leaders from over 100 governments, alongside activists, trade unionists, experts, and other members of civil society to lock arms and reaffirm our shared commitment to make our democracies better. https://t.co/bQ2jyaHmmM",1421,252,1559,7103
154,POTUS,1468976803054243845,12/09/2021,Our jobs recovery is one of the strongest ever. https://t.co/YI2m764wmY,2002,278,1368,9470
155,POTUS,1468952450967261185,12/09/2021,"New unemployment claims fell to their lowest level in more than 50 years. 

That’s not an accident – it’s a result of my economic plan.",9967,1299,5397,60204
156,POTUS,1468946926318071815,12/09/2021,"Around the world, more than ever, democracy needs champions. With each new generation, we must work to ensure that democracies can deliver for their people.",2042,279,1771,12341
157,POTUS,1468943096796823561,12/09/2021,"200 million Americans are now fully vaccinated.

If you haven’t already, get vaccinated and get boosted.",3229,261,1965,24701
158,POTUS,1468931004555485193,12/09/2021,Tune in as I deliver opening remarks at the virtual Summit for Democracy.  https://t.co/rfh9mHQ07s,878,96,1010,3791
159,JoeBiden,1468733644336422916,12/09/2021,"Americans that require insulin should not have to suffer and sacrifice just to get a drug that costs a few dollars to make. 

The Build Back Better Act will cap insulin at $35 a month.
https://t.co/Ox0att5OYa",1568,196,1295,9408
160,POTUS,1468717779469615109,12/08/2021,We’re going to create millions of jobs building a better America — an America with the best infrastructure in the world. https://t.co/NXH9jsK1es,1364,165,1669,8980
161,JoeBiden,1468711236527394816,12/08/2021,"Last year, more than half of the schools in America were closed. This year, 99% of schools are back open, and 20 million children ages 5 and older have already received their vaccine. Let’s keep it going.",3414,225,1704,24645
162,POTUS,1468707817666359309,12/08/2021,"Today, I signed an executive order directing the federal government to achieve net-zero emissions by 2050.",5855,991,4640,56058
163,POTUS,1468699301463445513,12/08/2021,"Rebuilding America.
Investing in America.  
Building a Better America.
 
That’s what my Bipartisan Infrastructure Law is all about.",2141,173,1370,13001
164,POTUS,1468684339538014211,12/08/2021,Tune in as I deliver remarks on the Bipartisan Infrastructure Law. https://t.co/xNvdFHKAmo,830,42,661,4013
165,POTUS,1468647565872746497,12/08/2021,Congratulations to Germany’s new Chancellor Olaf Scholz. I look forward to building on the strong ties between our two countries and working closely together to make progress on today’s global challenges.,2093,128,1009,20245
166,POTUS,1468638702012407821,12/08/2021,"I’m on my way to Missouri to lay out how the Bipartisan Infrastructure Law will transform our nation’s infrastructure and create good-paying, union jobs. See you soon, Kansas City!",2229,199,1432,17958
167,JoeBiden,1468627948425166853,12/08/2021,"The Bipartisan Infrastructure Law builds back our bridges, water systems, power lines, electric grid better and stronger, making them more resilient to the effects of climate change. No American should have to deal with flooding or losing power for days and weeks after a storm.",1888,118,1229,11227
168,POTUS,1468603069579636740,12/08/2021,"The new data from Pfizer on vaccine effectiveness against Omicron is encouraging. This reinforces what my medical advisors have been emphasizing: that boosters give you the highest protection yet.

Anyone who is eligible and has not been boosted should go get a booster today.",3991,366,2552,25167
169,POTUS,1468585192680001536,12/08/2021,"Electric vehicles are the future. 
 
With my Build Back Better Act and Bipartisan Infrastructure Law, we're going to create jobs, boost manufacturing here in the U.S., and create consumer rebates for folks to buy American-made, union-made electric vehicles. https://t.co/Zep59V6hNk",1395,347,2171,7686
170,POTUS,1468365962319642624,12/07/2021,"Since I took office in January, we’ve had the fastest drop in unemployment in a single year — and the most jobs added in the first 11 months of a year.

America is on the move once again.",5494,496,3890,35847
